0.0072161,0.0050521,0.00012188,0.0054033,9.936e-05,0.005203,5.9998e-05,0.0043166,5.2602e-05,0.0018702,0.001861,0.0020977,0.0021821,0.0019254,0.0014587,0.0013256,0.0020727,0.010829,0.0025275,0.011801,0.0025733,0.0084407,0.0014521,0.0081203,0.0025571,0.010065,0.010426,0.010105,0.0076328,0.006001,0.0061148,0.0071478,0.0088765,0.016808,0.0066913,0.01558,0.00412,0.0096994,0.0040371,0.014563,0.0058653,0.0048409,0.0052855,0.0039972,0.0031497,0.0031326,0.004003,0.0049906,0.0044697,0.0032105,0.0033311,0.0022313,0.0024231,0.0022232,0.003223,0.0029919,0.003352,0.99849,0.026326,0
0.014046,0.0090266,0.00015147,0.0092709,0.00022288,0.009518,0.00013656,0.0077922,0.000178,0.003423,0.0030077,0.0033814,0.0036155,0.0034111,0.0024341,0.0027042,0.0029193,0.013927,0.0042689,0.016321,0.0046961,0.012508,0.0031112,0.011714,0.0038615,0.013828,0.016256,0.01497,0.011583,0.010248,0.0095508,0.010876,0.011492,0.022332,0.010386,0.020294,0.0071543,0.015799,0.0065949,0.016945,0.008358,0.0077815,0.0084945,0.0072873,0.0062056,0.0055622,0.0065021,0.0074991,0.0067438,0.0037465,0.0065323,0.0030334,0.0053078,0.002796,0.0059627,0.0034289,0.0061197,0.99635,0.048044,0
0.015288,0.0096487,0.00023011,0.0099307,0.0001798,0.0099581,0.0001483,0.0086389,0.00016644,0.0042862,0.0036378,0.0040947,0.0041554,0.0041091,0.0033233,0.0028744,0.003943,0.017764,0.0046549,0.017655,0.0046268,0.01357,0.0031552,0.013976,0.0050448,0.01605,0.017063,0.015123,0.012267,0.010707,0.010763,0.01277,0.01729,0.024039,0.010542,0.020161,0.0071993,0.015619,0.0072569,0.02179,0.01017,0.0069922,0.0080497,0.0067801,0.0054943,0.0054158,0.0067715,0.0087754,0.0073214,0.0037791,0.0064894,0.0029181,0.0049265,0.003014,0.0058797,0.0040032,0.0055627,0.9958,0.048604,0
0.01594,0.0054484,0.00039191,0.0052437,0.00029433,0.0051036,0.00042602,0.0052987,0.00026765,0.0027906,0.0027867,0.0024533,0.0024749,0.0022819,0.002396,0.0027304,0.0025678,0.0065615,0.0028546,0.005548,0.0022329,0.0052222,0.0018933,0.0055648,0.0028155,0.0038956,0.0032598,0.0028804,0.0030128,0.0034003,0.0039227,0.0039039,0.0038537,0.0048806,0.0039296,0.003986,0.0036391,0.0044744,0.004092,0.0057392,0.0051038,0.0029705,0.0028338,0.0031476,0.0030268,0.0032035,0.0033389,0.0030759,0.0038496,0.0011298,0.0039145,0.0009169,0.0038343,0.0010566,0.0042555,0.0011554,0.0038998,0.9989,0.034887,1
0.10031,0.035732,0.0018343,0.036623,0.0027174,0.040809,0.0015985,0.031875,0.0017499,0.016117,0.016291,0.017183,0.019136,0.014889,0.012987,0.010601,0.012999,0.049271,0.017963,0.054358,0.015273,0.040787,0.010705,0.033203,0.011746,0.036318,0.036763,0.027547,0.023397,0.020579,0.019294,0.019269,0.022712,0.050516,0.036333,0.038717,0.025645,0.029309,0.022147,0.031659,0.033649,0.029212,0.030558,0.02559,0.020645,0.018548,0.023124,0.026851,0.026497,0.011425,0.028314,0.010259,0.024724,0.0082287,0.026809,0.011491,0.027352,0.94127,0.2533,0
0.0061224,0.0024923,0.00012373,0.0016589,9.3325e-05,0.0028026,7.7517e-05,0.0016062,0.00011133,0.0012785,0.0006764,0.00075039,0.00098128,0.00086153,0.000677,0.00077335,0.00091241,0.0017677,0.00088551,0.0019767,0.00052387,0.0018175,0.00081123,0.0018139,0.00057968,0.0014278,0.0013208,0.00089286,0.00072884,0.0011195,0.0013006,0.00074809,0.00065769,0.0015606,0.0014585,0.0013069,0.0010218,0.0017638,0.00097211,0.0011376,0.0011265,0.0010124,0.0013682,0.0011791,0.00092542,0.00085685,0.00095537,0.0012618,0.00087054,0.00039905,0.0019045,0.00045142,0.0010259,0.00044496,0.0018259,0.0004162,0.0010234,0.99985,0.013584,0
0.076945,0.0433,0.0014251,0.025449,0.0015933,0.037434,0.0012063,0.026374,0.0016442,0.020757,0.014009,0.010504,0.016542,0.015538,0.011564,0.014887,0.018717,0.045176,0.020839,0.032412,0.013833,0.033084,0.020207,0.044526,0.023622,0.045721,0.036702,0.019544,0.021239,0.036839,0.040037,0.037811,0.036151,0.040311,0.022255,0.026234,0.021665,0.040182,0.02965,0.042512,0.029906,0.01577,0.020367,0.020023,0.014832,0.019928,0.025035,0.026716,0.021015,0.0045221,0.032473,0.0048177,0.018361,0.0060834,0.035111,0.0064521,0.01897,0.95941,0.1851,1
0.0092314,0.0042678,8.821e-05,0.0044176,0.00015388,0.0045139,0.00010232,0.0044855,6.191e-05,0.0015724,0.0012116,0.00151,0.0017959,0.0019325,0.0015186,0.0013478,0.0013758,0.0055517,0.0020356,0.0057299,0.0017213,0.0062667,0.0014523,0.0045953,0.0012575,0.0046622,0.0049006,0.0040058,0.0042247,0.0045457,0.0031874,0.0029259,0.002854,0.0062279,0.0024044,0.0065968,0.0025888,0.0049876,0.0015515,0.0054789,0.00231,0.0015928,0.0021731,0.0022211,0.0020057,0.0012879,0.0016191,0.002029,0.0014961,0.0012822,0.0017895,0.0010668,0.001415,0.0010695,0.0018539,0.0010897,0.001413,0.99949,0.019356,0
0.007936,0.0049046,3.9861e-05,0.0032385,9.7354e-05,0.0044613,0.00011431,0.0036124,8.6951e-05,0.0015549,0.0011783,0.0016583,0.0016098,0.0013854,0.0016302,0.0013154,0.0016879,0.0047838,0.0017267,0.0053141,0.0021767,0.0049804,0.0021513,0.005493,0.0015128,0.0050443,0.0050424,0.0057316,0.0042915,0.0053448,0.0060615,0.0036367,0.0033801,0.0061159,0.0027181,0.0049703,0.0026561,0.0069984,0.0031919,0.0056946,0.0027306,0.0024109,0.0025004,0.0021849,0.0021781,0.0022523,0.0028439,0.0029026,0.0019012,0.00086931,0.0031476,0.00078065,0.0017701,0.0012114,0.0030978,0.001086,0.0019166,0.99944,0.020046,0
0.0033827,0.0014668,4.2863e-05,0.0019291,1.3756e-05,0.0015839,3.1255e-05,0.0018553,2.0321e-05,0.00039693,0.0004414,0.00029841,0.00033063,0.00033473,0.0003175,0.00033368,0.00037924,0.0018865,0.00019797,0.0017698,0.00034306,0.0019728,0.00030805,0.001836,0.00046179,0.00089364,0.00060928,0.0012206,0.0013814,0.0014254,0.0010213,0.0016135,0.0019553,0.0016253,0.00050992,0.0031388,0.00071063,0.0020025,0.00077654,0.0030838,0.00071594,0.00050474,0.00057041,0.00071272,0.00065017,0.00056905,0.0005353,0.00058658,0.00066843,0.00067229,0.00041608,0.00066081,0.00041064,0.00058174,0.00040479,0.00053638,0.00047814,0.99993,0.0078028,0
